page,clicks,impressions,ctr,position
https://www.law-attorneys.com/medical-malpractice/case-26,1670,47190,0.0354,13.1
https://www.law-attorneys.com/medical-malpractice/case-27,443,42247,0.0105,19.9
https://www.law-attorneys.com/medical-malpractice/case-28,124,8364,0.0149,10.3
https://www.law-attorneys.com/medical-malpractice/case-29,2421,41684,0.0581,20.1
https://www.law-attorneys.com/medical-malpractice/case-30,1881,40466,0.0465,17.8
https://www.law-attorneys.com/medical-malpractice/case-31,402,17828,0.0226,8.3
https://www.law-attorneys.com/medical-malpractice/case-32,46,1384,0.0338,18.3
https://www.law-attorneys.com/medical-malpractice/case-33,52,9661,0.0054,13.2
https://www.law-attorneys.com/medical-malpractice/case-34,222,20626,0.0108,23.7
https://www.law-attorneys.com/medical-malpractice/case-35,1051,29361,0.0358,12.6
https://www.law-attorneys.com/medical-malpractice/case-36,1681,23291,0.0722,10.4
https://www.law-attorneys.com/medical-malpractice/case-37,144,20895,0.0069,12.3
https://www.law-attorneys.com/medical-malpractice/case-38,1149,18754,0.0613,11.7
https://www.law-attorneys.com/medical-malpractice/case-39,491,16904,0.0291,19.4
https://www.law-attorneys.com/medical-malpractice/case-40,127,22054,0.0058,21.5
https://www.law-attorneys.com/medical-malpractice/case-41,691,11800,0.0586,21.3
https://www.law-attorneys.com/medical-malpractice/case-42,1267,19500,0.065,3.7
https://www.law-attorneys.com/medical-malpractice/case-43,325,27115,0.012,19.4
https://www.law-attorneys.com/medical-malpractice/case-44,570,28086,0.0203,21.7
https://www.law-attorneys.com/medical-malpractice/case-45,2091,30705,0.0681,14.7
https://www.law-attorneys.com/medical-malpractice/case-46,165,8451,0.0196,19.0
https://www.law-attorneys.com/medical-malpractice/case-47,2380,30999,0.0768,3.9
https://www.law-attorneys.com/medical-malpractice/case-48,170,3208,0.053,10.6
https://www.law-attorneys.com/medical-malpractice/case-49,94,2200,0.0429,4.2
https://www.law-attorneys.com/medical-malpractice/case-50,301,34655,0.0087,18.4
https://www.law-attorneys.com/medical-malpractice/case-51,230,19201,0.012,1.6
https://www.law-attorneys.com/medical-malpractice/case-52,619,18542,0.0334,4.7
https://www.law-attorneys.com/medical-malpractice/case-53,68,25516,0.0027,14.1
https://www.law-attorneys.com/medical-malpractice/case-54,438,38448,0.0114,21.5
https://www.law-attorneys.com/medical-malpractice/case-55,1067,26890,0.0397,22.1
https://www.law-attorneys.com/medical-malpractice/case-56,114,15112,0.0076,11.5
https://www.law-attorneys.com/medical-malpractice/case-57,978,14411,0.0679,20.6
https://www.law-attorneys.com/medical-malpractice/case-58,2263,44116,0.0513,6.3
https://www.law-attorneys.com/medical-malpractice/case-59,2386,32554,0.0733,5.8
https://www.law-attorneys.com/medical-malpractice/case-60,1817,41037,0.0443,12.5
https://www.law-attorneys.com/blog/what-to-do-after-car-accident-1,332,14982,0.0222,11.6
https://www.law-attorneys.com/blog/what-to-do-after-car-accident-2,326,34782,0.0094,21.0
https://www.law-attorneys.com/blog/what-to-do-after-car-accident-3,41,2290,0.0181,12.8
https://www.law-attorneys.com/blog/what-to-do-after-car-accident-4,974,18562,0.0525,10.5
https://www.law-attorneys.com/blog/what-to-do-after-car-accident-5,348,27420,0.0127,19.6
https://www.law-attorneys.com/blog/what-to-do-after-car-accident-6,286,15642,0.0183,11.5
https://www.law-attorneys.com/blog/what-to-do-after-car-accident-7,95,16267,0.0059,14.1
https://www.law-attorneys.com/blog/what-to-do-after-car-accident-8,1386,47016,0.0295,2.4
https://www.law-attorneys.com/blog/what-to-do-after-car-accident-9,301,23743,0.0127,17.7
https://www.law-attorneys.com/blog/what-to-do-after-car-accident-10,1033,37709,0.0274,20.4
https://www.law-attorneys.com/blog/what-to-do-after-car-accident-11,2654,45527,0.0583,16.3
https://www.law-attorneys.com/blog/what-to-do-after-car-accident-12,1742,25402,0.0686,21.7
https://www.law-attorneys.com/blog/what-to-do-after-car-accident-13,832,20198,0.0412,19.0
https://www.law-attorneys.com/blog/what-to-do-after-car-accident-14,59,39516,0.0015,6.1
https://www.law-attorneys.com/blog/what-to-do-after-car-accident-15,2464,41138,0.0599,6.2
https://www.law-attorneys.com/blog/what-to-do-after-car-accident-16,1819,25703,0.0708,21.5
https://www.law-attorneys.com/blog/what-to-do-after-car-accident-17,13,1426,0.0097,18.4
https://www.law-attorneys.com/blog/what-to-do-after-car-accident-18,6,428,0.0151,12.9
https://www.law-attorneys.com/blog/what-to-do-after-car-accident-19,3267,49804,0.0656,12.9
https://www.law-attorneys.com/blog/what-to-do-after-car-accident-20,2938,42707,0.0688,16.8
https://www.law-attorneys.com/blog/what-to-do-after-car-accident-21,139,3187,0.0439,6.6
https://www.law-attorneys.com/blog/what-to-do-after-car-accident-22,3315,47498,0.0698,16.2
https://www.law-attorneys.com/blog/what-to-do-after-car-accident-23,816,26954,0.0303,20.9
https://www.law-attorneys.com/blog/what-to-do-after-car-accident-24,971,12983,0.0748,19.9
https://www.law-attorneys.com/blog/what-to-do-after-car-accident-25,2590,42896,0.0604,22.4
https://www.law-attorneys.com/blog/what-to-do-after-car-accident-26,2543,46586,0.0546,14.0
https://www.law-attorneys.com/blog/what-to-do-after-car-accident-27,787,44492,0.0177,23.2
https://www.law-attorneys.com/blog/what-to-do-after-car-accident-28,220,3445,0.064,1.8
https://www.law-attorneys.com/blog/what-to-do-after-car-accident-29,1127,31317,0.036,9.7
https://www.law-attorneys.com/blog/what-to-do-after-car-accident-30,865,13805,0.0627,20.8
https://www.law-attorneys.com/blog/what-to-do-after-car-accident-31,1571,21325,0.0737,19.6
https://www.law-attorneys.com/blog/what-to-do-after-car-accident-32,125,6732,0.0187,17.4
https://www.law-attorneys.com/blog/what-to-do-after-car-accident-33,1522,35168,0.0433,21.0
https://www.law-attorneys.com/blog/what-to-do-after-car-accident-34,1755,22254,0.0789,16.7
https://www.law-attorneys.com/blog/what-to-do-after-car-accident-35,1960,35139,0.0558,20.0
https://www.law-attorneys.com/blog/what-to-do-after-car-accident-36,691,11085,0.0624,4.3
https://www.law-attorneys.com/blog/what-to-do-after-car-accident-37,656,8527,0.077,5.2
https://www.law-attorneys.com/blog/what-to-do-after-car-accident-38,404,39226,0.0103,18.5
https://www.law-attorneys.com/blog/what-to-do-after-car-accident-39,716,19148,0.0374,20.7
https://www.law-attorneys.com/blog/what-to-do-after-car-accident-40,221,2803,0.0792,11.0
https://www.law-attorneys.com/blog/dog-bite-laws-1,758,26885,0.0282,7.6
https://www.law-attorneys.com/blog/dog-bite-laws-2,53,1293,0.0416,14.6
https://www.law-attorneys.com/blog/dog-bite-laws-3,1779,36688,0.0485,5.3
https://www.law-attorneys.com/blog/dog-bite-laws-4,785,14903,0.0527,9.1
https://www.law-attorneys.com/blog/dog-bite-laws-5,273,6284,0.0436,21.4
https://www.law-attorneys.com/blog/dog-bite-laws-6,397,30837,0.0129,10.8
https://www.law-attorneys.com/blog/dog-bite-laws-7,700,39575,0.0177,7.0
https://www.law-attorneys.com/blog/dog-bite-laws-8,516,11386,0.0454,10.5
https://www.law-attorneys.com/blog/dog-bite-laws-9,731,35183,0.0208,3.4
https://www.law-attorneys.com/blog/dog-bite-laws-10,1712,22647,0.0756,12.5
https://www.law-attorneys.com/blog/dog-bite-laws-11,939,33207,0.0283,20.2
https://www.law-attorneys.com/blog/dog-bite-laws-12,133,39378,0.0034,4.4
https://www.law-attorneys.com/blog/dog-bite-laws-13,221,14939,0.0148,12.2
https://www.law-attorneys.com/blog/dog-bite-laws-14,1601,24825,0.0645,24.6
https://www.law-attorneys.com/blog/dog-bite-laws-15,319,4262,0.0749,11.9
https://www.law-attorneys.com/blog/dog-bite-laws-16,2560,32663,0.0784,13.1
https://www.law-attorneys.com/blog/dog-bite-laws-17,378,38635,0.0098,12.5
https://www.law-attorneys.com/blog/dog-bite-laws-18,1342,38477,0.0349,22.4
https://www.law-attorneys.com/blog/dog-bite-laws-19,2081,37045,0.0562,8.7
https://www.law-attorneys.com/blog/dog-bite-laws-20,1799,26124,0.0689,16.3
https://www.law-attorneys.com/blog/dog-bite-laws-21,2186,38151,0.0573,11.4
https://www.law-attorneys.com/blog/dog-bite-laws-22,2517,39764,0.0633,14.5
https://www.law-attorneys.com/blog/dog-bite-laws-23,358,20282,0.0177,19.5
https://www.law-attorneys.com/blog/dog-bite-laws-24,577,16502,0.035,13.0
https://www.law-attorneys.com/blog/dog-bite-laws-25,326,5764,0.0567,6.2
https://www.law-attorneys.com/blog/dog-bite-laws-26,1034,36306,0.0285,5.5
https://www.law-attorneys.com/blog/dog-bite-laws-27,2572,38622,0.0666,16.6
https://www.law-attorneys.com/blog/dog-bite-laws-28,990,16704,0.0593,13.5
https://www.law-attorneys.com/blog/dog-bite-laws-29,1934,28408,0.0681,22.5
https://www.law-attorneys.com/blog/dog-bite-laws-30,1314,32224,0.0408,12.7
https://www.law-attorneys.com/blog/dog-bite-laws-31,7,157,0.0453,2.0
https://www.law-attorneys.com/blog/dog-bite-laws-32,272,43332,0.0063,15.3
https://www.law-attorneys.com/blog/dog-bite-laws-33,334,32164,0.0104,15.4
https://www.law-attorneys.com/blog/dog-bite-laws-34,270,31877,0.0085,12.2
https://www.law-attorneys.com/blog/dog-bite-laws-35,2648,39644,0.0668,14.3
https://www.law-attorneys.com/blog/dog-bite-laws-36,632,44832,0.0141,8.3
https://www.law-attorneys.com/blog/dog-bite-laws-37,309,21937,0.0141,5.6
https://www.law-attorneys.com/blog/dog-bite-laws-38,2361,34176,0.0691,15.8
https://www.law-attorneys.com/blog/dog-bite-laws-39,1506,22827,0.066,20.6
https://www.law-attorneys.com/blog/dog-bite-laws-40,2116,46206,0.0458,6.6
https://www.law-attorneys.com/blog/personal-injury-claim-process-1,897,45081,0.0199,22.8
https://www.law-attorneys.com/blog/personal-injury-claim-process-2,562,49325,0.0114,4.6
https://www.law-attorneys.com/blog/personal-injury-claim-process-3,334,7186,0.0466,10.1
https://www.law-attorneys.com/blog/personal-injury-claim-process-4,1708,32850,0.052,1.7
https://www.law-attorneys.com/blog/personal-injury-claim-process-5,1961,26545,0.0739,7.3
https://www.law-attorneys.com/blog/personal-injury-claim-process-6,505,25524,0.0198,3.6
https://www.law-attorneys.com/blog/personal-injury-claim-process-7,624,14324,0.0436,8.0
https://www.law-attorneys.com/blog/personal-injury-claim-process-8,708,39598,0.0179,6.9
https://www.law-attorneys.com/blog/personal-injury-claim-process-9,1821,29053,0.0627,6.6
https://www.law-attorneys.com/blog/personal-injury-claim-process-10,249,11498,0.0217,23.4
https://www.law-attorneys.com/blog/personal-injury-claim-process-11,1005,24402,0.0412,17.7
https://www.law-attorneys.com/blog/personal-injury-claim-process-12,3612,47722,0.0757,12.1
https://www.law-attorneys.com/blog/personal-injury-claim-process-13,210,10449,0.0201,23.1
https://www.law-attorneys.com/blog/personal-injury-claim-process-14,1009,32896,0.0307,21.0
https://www.law-attorneys.com/blog/personal-injury-claim-process-15,37,6224,0.0061,20.1
https://www.law-attorneys.com/blog/personal-injury-claim-process-16,1831,26056,0.0703,23.0
https://www.law-attorneys.com/blog/personal-injury-claim-process-17,32,446,0.0724,14.1
https://www.law-attorneys.com/blog/personal-injury-claim-process-18,127,5488,0.0232,13.7
https://www.law-attorneys.com/blog/personal-injury-claim-process-19,566,34346,0.0165,15.1
https://www.law-attorneys.com/blog/personal-injury-claim-process-20,1862,48260,0.0386,18.0
https://www.law-attorneys.com/blog/personal-injury-claim-process-21,1079,45534,0.0237,4.3
https://www.law-attorneys.com/blog/personal-injury-claim-process-22,1193,33805,0.0353,13.4
https://www.law-attorneys.com/blog/personal-injury-claim-process-23,950,14329,0.0663,21.1
https://www.law-attorneys.com/blog/personal-injury-claim-process-24,17,2790,0.0061,7.5
https://www.law-attorneys.com/blog/personal-injury-claim-process-25,958,21168,0.0453,5.7
https://www.law-attorneys.com/blog/personal-injury-claim-process-26,592,9830,0.0603,11.5
https://www.law-attorneys.com/blog/personal-injury-claim-process-27,236,5304,0.0445,21.5
https://www.law-attorneys.com/blog/personal-injury-claim-process-28,681,27158,0.0251,9.9
https://www.law-attorneys.com/blog/personal-injury-claim-process-29,894,48617,0.0184,23.3
https://www.law-attorneys.com/blog/personal-injury-claim-process-30,3511,44114,0.0796,24.1
https://www.law-attorneys.com/blog/personal-injury-claim-process-31,817,39890,0.0205,22.9
https://www.law-attorneys.com/blog/personal-injury-claim-process-32,1364,39321,0.0347,22.0
https://www.law-attorneys.com/blog/personal-injury-claim-process-33,179,7418,0.0242,10.0
https://www.law-attorneys.com/blog/personal-injury-claim-process-34,2098,42226,0.0497,20.4
https://www.law-attorneys.com/blog/personal-injury-claim-process-35,348,49829,0.007,19.1
https://www.law-attorneys.com/blog/personal-injury-claim-process-36,455,6669,0.0683,2.9
https://www.law-attorneys.com/blog/personal-injury-claim-process-37,189,33254,0.0057,20.1
https://www.law-attorneys.com/blog/personal-injury-claim-process-38,112,12121,0.0093,20.7
https://www.law-attorneys.com/blog/personal-injury-claim-process-39,1553,21108,0.0736,18.4
https://www.law-attorneys.com/blog/personal-injury-claim-process-40,297,45088,0.0066,8.9
https://www.law-attorneys.com/blog/insurance-settlement-tips-1,1812,40639,0.0446,19.5
https://www.law-attorneys.com/blog/insurance-settlement-tips-2,2099,31201,0.0673,4.9
https://www.law-attorneys.com/blog/insurance-settlement-tips-3,2065,43855,0.0471,10.6
https://www.law-attorneys.com/blog/insurance-settlement-tips-4,443,34123,0.013,10.1
https://www.law-attorneys.com/blog/insurance-settlement-tips-5,3177,49574,0.0641,17.4
https://www.law-attorneys.com/blog/insurance-settlement-tips-6,2439,38244,0.0638,7.1
https://www.law-attorneys.com/blog/insurance-settlement-tips-7,2625,37032,0.0709,5.1
https://www.law-attorneys.com/blog/insurance-settlement-tips-8,2496,36185,0.069,12.7
https://www.law-attorneys.com/blog/insurance-settlement-tips-9,2357,37249,0.0633,7.9
https://www.law-attorneys.com/blog/insurance-settlement-tips-10,44,7585,0.0059,24.5
https://www.law-attorneys.com/blog/insurance-settlement-tips-11,539,46102,0.0117,15.4
https://www.law-attorneys.com/blog/insurance-settlement-tips-12,924,31867,0.029,4.0
https://www.law-attorneys.com/blog/insurance-settlement-tips-13,711,31220,0.0228,8.8
https://www.law-attorneys.com/blog/insurance-settlement-tips-14,1880,27375,0.0687,9.9
https://www.law-attorneys.com/blog/insurance-settlement-tips-15,159,15666,0.0102,23.0
https://www.law-attorneys.com/blog/insurance-settlement-tips-16,26,632,0.0419,2.9
https://www.law-attorneys.com/blog/insurance-settlement-tips-17,349,14132,0.0247,9.4
https://www.law-attorneys.com/blog/insurance-settlement-tips-18,257,14085,0.0183,19.3
https://www.law-attorneys.com/blog/insurance-settlement-tips-19,957,12120,0.079,2.5
https://www.law-attorneys.com/blog/insurance-settlement-tips-20,773,17198,0.045,14.9
https://www.law-attorneys.com/blog/insurance-settlement-tips-21,51,4437,0.0115,4.8
https://www.law-attorneys.com/blog/insurance-settlement-tips-22,353,5806,0.0609,16.0
https://www.law-attorneys.com/blog/insurance-settlement-tips-23,1769,31771,0.0557,14.8
https://www.law-attorneys.com/blog/insurance-settlement-tips-24,522,20977,0.0249,24.3
https://www.law-attorneys.com/blog/insurance-settlement-tips-25,50,7984,0.0063,22.1
https://www.law-attorneys.com/blog/insurance-settlement-tips-26,37,758,0.049,19.1
https://www.law-attorneys.com/blog/insurance-settlement-tips-27,105,36346,0.0029,8.9
https://www.law-attorneys.com/blog/insurance-settlement-tips-28,279,39951,0.007,19.7
https://www.law-attorneys.com/blog/insurance-settlement-tips-29,765,13847,0.0553,5.3
https://www.law-attorneys.com/blog/insurance-settlement-tips-30,219,22391,0.0098,24.9
https://www.law-attorneys.com/blog/insurance-settlement-tips-31,366,4753,0.0771,7.8
https://www.law-attorneys.com/blog/insurance-settlement-tips-32,140,29365,0.0048,12.4
https://www.law-attorneys.com/blog/insurance-settlement-tips-33,282,37155,0.0076,11.5
https://www.law-attorneys.com/blog/insurance-settlement-tips-34,398,28665,0.0139,9.9
https://www.law-attorneys.com/blog/insurance-settlement-tips-35,955,42849,0.0223,15.7
https://www.law-attorneys.com/blog/insurance-settlement-tips-36,2430,38948,0.0624,17.3
https://www.law-attorneys.com/blog/insurance-settlement-tips-37,1242,48159,0.0258,3.5
https://www.law-attorneys.com/blog/insurance-settlement-tips-38,3246,49338,0.0658,13.0
https://www.law-attorneys.com/blog/insurance-settlement-tips-39,791,20091,0.0394,18.0
https://www.law-attorneys.com/blog/insurance-settlement-tips-40,34,1878,0.0183,22.5
https://www.law-attorneys.com/blog/statute-of-limitations-1,20,6106,0.0034,13.4
https://www.law-attorneys.com/blog/statute-of-limitations-2,731,10025,0.073,17.8
https://www.law-attorneys.com/blog/statute-of-limitations-3,962,13272,0.0725,21.0
https://www.law-attorneys.com/blog/statute-of-limitations-4,355,48035,0.0074,3.7
https://www.law-attorneys.com/blog/statute-of-limitations-5,719,22556,0.0319,13.5
https://www.law-attorneys.com/blog/statute-of-limitations-6,810,17204,0.0471,22.5
https://www.law-attorneys.com/blog/statute-of-limitations-7,87,8396,0.0104,11.7
https://www.law-attorneys.com/blog/statute-of-limitations-8,518,7044,0.0736,18.9
https://www.law-attorneys.com/blog/statute-of-limitations-9,535,13830,0.0387,4.4
https://www.law-attorneys.com/blog/statute-of-limitations-10,1804,27048,0.0667,3.9
https://www.law-attorneys.com/blog/statute-of-limitations-11,132,15741,0.0084,5.4
https://www.law-attorneys.com/blog/statute-of-limitations-12,257,14784,0.0174,5.9
https://www.law-attorneys.com/blog/statute-of-limitations-13,3042,38124,0.0798,8.6
https://www.law-attorneys.com/blog/statute-of-limitations-14,2171,37575,0.0578,22.1
https://www.law-attorneys.com/blog/statute-of-limitations-15,54,906,0.0599,12.2
https://www.law-attorneys.com/blog/statute-of-limitations-16,788,26276,0.03,9.7
https://www.law-attorneys.com/blog/statute-of-limitations-17,70,17978,0.0039,21.4
https://www.law-attorneys.com/blog/statute-of-limitations-18,968,25152,0.0385,13.7
https://www.law-attorneys.com/blog/statute-of-limitations-19,1341,36356,0.0369,5.6
https://www.law-attorneys.com/blog/statute-of-limitations-20,891,37137,0.024,11.0
https://www.law-attorneys.com/blog/statute-of-limitations-21,2057,49338,0.0417,11.8
https://www.law-attorneys.com/blog/statute-of-limitations-22,219,2783,0.0788,23.9
https://www.law-attorneys.com/blog/statute-of-limitations-23,755,16567,0.0456,3.9
https://www.law-attorneys.com/blog/statute-of-limitations-24,653,16291,0.0401,2.9
https://www.law-attorneys.com/blog/statute-of-limitations-25,101,1773,0.0575,19.6
https://www.law-attorneys.com/blog/statute-of-limitations-26,75,20499,0.0037,3.9
https://www.law-attorneys.com/blog/statute-of-limitations-27,193,21471,0.009,16.8
https://www.law-attorneys.com/blog/statute-of-limitations-28,330,12454,0.0265,7.4
https://www.law-attorneys.com/blog/statute-of-limitations-29,1678,27746,0.0605,22.5
https://www.law-attorneys.com/blog/statute-of-limitations-30,668,15115,0.0442,1.5
https://www.law-attorneys.com/blog/statute-of-limitations-31,826,28411,0.0291,15.5
https://www.law-attorneys.com/blog/statute-of-limitations-32,207,6724,0.0308,21.7
https://www.law-attorneys.com/blog/statute-of-limitations-33,687,12285,0.056,22.2
https://www.law-attorneys.com/blog/statute-of-limitations-34,522,44243,0.0118,5.9
https://www.law-attorneys.com/blog/statute-of-limitations-35,2654,35629,0.0745,22.6
https://www.law-attorneys.com/blog/statute-of-limitations-36,1262,18461,0.0684,5.0
https://www.law-attorneys.com/blog/statute-of-limitations-37,1132,22595,0.0501,21.2
https://www.law-attorneys.com/blog/statute-of-limitations-38,2387,38940,0.0613,22.6
https://www.law-attorneys.com/blog/statute-of-limitations-39,842,10974,0.0768,21.3
https://www.law-attorneys.com/blog/statute-of-limitations-40,3880,49627,0.0782,3.1
